ID	Stromal_score	Immune_score	ESTIMATE_score
TCGA-27-1837-01	-519.74	150.58	-369.16
TCGA-27-2519-01	94.59	969.77	1064.36
TCGA-27-2521-01	-994.88	-897.69	-1892.57
TCGA-27-2523-01	-1087.8	-527.19	-1614.99
TCGA-27-2524-01	-190.61	489.66	299.05
TCGA-27-2526-01	-790.29	455.47	-334.82
TCGA-27-2528-01	-299.81	-907.88	-1207.69
TCGA-28-1747-01	-550.8	746.75	195.95
TCGA-28-1753-01	574.4	989.75	1564.15
TCGA-28-2499-01	-710.33	95.96	-614.37
TCGA-28-2509-01	-709.77	189.82	-519.95
TCGA-28-2510-01	-220.36	-546.77	-767.13
TCGA-28-2513-01	566.71	1267.34	1834.05
TCGA-28-2514-01	-672.55	-491.1	-1163.65
TCGA-28-5204-01	-598.66	-4.25	-602.92
TCGA-28-5207-01	-25.38	-131.84	-157.22
TCGA-28-5208-01	-130.81	179.63	48.82
TCGA-28-5209-01	-638.99	-528.09	-1167.08
TCGA-28-5213-01	767.22	1751.72	2518.93
TCGA-28-5215-01	370.14	405.19	775.33
TCGA-28-5216-01	-272.11	24.95	-247.15
TCGA-28-5218-01	1252.76	1240.2	2492.96
TCGA-28-5220-01	-638.28	252.38	-385.9
TCGA-32-1970-01	-672.06	-395.76	-1067.81
TCGA-32-1980-01	368.65	888.05	1256.7
TCGA-32-1982-01	245.73	879.07	1124.81
TCGA-32-2615-01	-94.15	516.03	421.88
TCGA-32-2616-01	-618.79	55.7	-563.09
TCGA-32-2632-01	115.54	980.37	1095.92
TCGA-32-2634-01	-762.61	-729.05	-1491.66
TCGA-32-2638-01	204.53	719.4	923.94
TCGA-32-4213-01	560.92	1135.71	1696.63
TCGA-32-5222-01	-264.21	744.71	480.5
TCGA-41-2571-01	-992.4	-505.5	-1497.9
TCGA-41-2572-01	-402.07	148.55	-253.52
TCGA-41-3915-01	389.02	797.81	1186.83
TCGA-41-4097-01	482.98	555.63	1038.61
TCGA-41-5651-01	-984.52	-1105.5	-2090.02
TCGA-76-4925-01	-1008.88	-839.98	-1848.86
TCGA-76-4926-01	-818.01	-424.35	-1242.36
TCGA-76-4927-01	210.24	387.57	597.81
TCGA-76-4928-01	-181.65	507.12	325.47
TCGA-76-4929-01	-536.86	-244.23	-781.09
TCGA-76-4931-01	-1115.19	-717.12	-1832.31
TCGA-76-4932-01	-914.07	-44.37	-958.45
