ID	Stromal_score	Immune_score	ESTIMATE_score
TCGA-E2-A156-01	2409.14	1314.91	3724.05
TCGA-E2-A158-01	1806.42	1211.32	3017.73
TCGA-E2-A15C-01	3812.1	2232.2	6044.3
TCGA-E2-A15G-01	2953.64	1727.81	4681.45
TCGA-E2-A15H-01	3229.06	1535.88	4764.94
TCGA-E2-A15I-01	3583.44	2931.03	6514.47
TCGA-E2-A15J-01	2868.37	1467.14	4335.51
TCGA-E2-A15L-01	3492.26	1683.29	5175.56
TCGA-E2-A15M-01	4171.59	3935.59	8107.17
TCGA-E2-A15O-01	3011.64	1767.3	4778.94
TCGA-E2-A15P-01	3583.17	1773.92	5357.09
TCGA-E2-A15R-01	3040.03	511.18	3551.21
TCGA-E2-A1AZ-01	3881.9	3512.41	7394.32
TCGA-E2-A1B0-01	3734.16	2939.93	6674.09
TCGA-E2-A1B4-01	3293	1327.6	4620.59
TCGA-E2-A1B5-01	3053.83	4194.63	7248.46
TCGA-E2-A1BC-01	3866.69	1667.73	5534.41
TCGA-E2-A1BD-01	3148.65	1420.09	4568.74
