ID	Stromal_score	Immune_score	ESTIMATE_score
TCGA-CV-6950-01	-291.88	-38.28	-330.16
TCGA-CV-6951-01	-991.85	-632.66	-1624.51
TCGA-CV-6952-01	-653.83	471.73	-182.11
TCGA-CV-6953-01	-922.75	380.88	-541.86
TCGA-CV-6954-01	-18.36	371.25	352.89
TCGA-CV-6955-01	-1137.76	903.4	-234.36
TCGA-CV-6956-01	-1254.45	-1006.58	-2261.04
TCGA-CV-6959-01	-104.28	628.07	523.8
TCGA-CV-6960-01	-1330.24	-505.09	-1835.33
TCGA-CV-6961-01	-173.84	133.14	-40.7
TCGA-CV-6962-01	-1299.39	-1121.05	-2420.44
TCGA-CV-7089-01	-1038.7	196.59	-842.11
TCGA-CV-7090-01	526.12	1126.73	1652.86
TCGA-CV-7091-01	-154.41	178.1	23.69
TCGA-CV-7095-01	-790.45	26.24	-764.21
TCGA-CV-7097-01	386.13	778.69	1164.82
TCGA-CV-7099-01	-798.52	825.41	26.89
TCGA-CV-7100-01	-346.88	611.33	264.45
TCGA-CV-7101-01	-371.23	629.23	258
TCGA-CV-7102-01	542.96	551.94	1094.9
TCGA-CV-7103-01	719.79	-467.4	252.4
TCGA-CV-7104-01	170.87	855.32	1026.2
TCGA-CV-7177-01	526.98	-290.76	236.22
TCGA-CV-7178-01	689.16	857.48	1546.64
TCGA-CV-7180-01	-1582.32	-253.07	-1835.39
TCGA-CV-7183-01	-560.14	-581.13	-1141.27
TCGA-CV-7235-01	754.82	921.27	1676.1
TCGA-CV-7236-01	-2.41	99.27	96.85
TCGA-CV-7238-01	-205.78	761.26	555.47
TCGA-CV-7242-01	-1142.6	732.64	-409.96
TCGA-CV-7243-01	-15.69	-460.05	-475.74
TCGA-CV-7245-01	-614.33	-332.11	-946.44
TCGA-CV-7247-01	-575.49	-712.02	-1287.51
TCGA-CV-7248-01	-247.99	450.1	202.11
TCGA-CV-7250-01	-1136.69	-74.25	-1210.94
TCGA-CV-7252-01	-89.13	371.32	282.2
TCGA-CV-7253-01	-1755.9	-778.95	-2534.85
TCGA-CV-7254-01	1026.38	1473.17	2499.55
TCGA-CV-7255-01	-1329.2	-649.28	-1978.48
TCGA-CV-7261-01	-100.16	-159.43	-259.6
TCGA-CV-7263-01	295.96	577.14	873.1
TCGA-CV-7406-01	-277.74	-640.1	-917.84
TCGA-CV-7407-01	-869.6	884.42	14.82
TCGA-CV-7409-01	-1037.36	475.81	-561.55
TCGA-CV-7410-01	376.25	2299.55	2675.8
TCGA-CV-7411-01	-149.69	35.45	-114.24
TCGA-CV-7413-01	274.49	628.85	903.34
TCGA-CV-7414-01	-360.45	-278.3	-638.75
TCGA-CV-7415-01	53.43	626.18	679.61
